,Unnamed: 0,Translated Spans
1334,,"Ana Catarina Mendes, assistant secretary of the PS, stated that “the PS is the party of the National Health Service”"
1335,,Will cease to be
1336,,Will cease to be an arnaut
1337,,If you betray arnaut
1338,,Will cease to be
1339,,"Will cease to be when, in this matter, do without its partners to the left co-founders of the NHS"
1340,,do without its partners to the left co-founder of the NHS
1341,,Will cease to be
1342,,"Will no longer be if, at this time of strategic definition, it does not have the courage and political determination to assume the SNS of fully public management"
1343,,Do not have the courage and political determination to assume the SNS of fully public management;Valuing health professionals;No moderating rates whenever clinically recommended;quality and for all citizens
1344,,"Parliamentary negotiation will emerge a new health basis law that will contribute to “saving the NHS” or, on the contrary, one that will continue the mercantilist spirit established by the law imposed in 1990 by PSD and CDS"
1345,,The honesty is imposed to recognize that they are structurally antagonistic
1346,,They are structurally antagonistic
1347,,conflict that underlies them
1348,,conflict that underlies them: the dispute for public resources
1349,,the dispute for public resources
